Crop,N,P,K,pH,rainfall,temperature
bottlegourd,100,50,50,6.408804450096822,899.0828273148948,27.54374047275957
jowar,80,40,40,5.64,199.2125,21.3
radish,25,100,50,5.817423050365141,1374.1799061697063,26.013060624137783
potato,180,60,90,4.9,75.32,22.676
mango,20,20,30,4.899755667564171,1116.8120729475536,28.84814568831929
rice,80,40,40,5.68,331.88,35.34666667
onion,120,60,65,6.006824952903218,1028.302466557031,28.54346793137649
jute,80,40,40,5.5870213026805775,1172.6158597522322,28.230238000404263
brinjal,80,15,40,6.617416041747097,863.4485244049647,27.81711206215558
grapes,20,125,200,4.156050056922808,689.5301286840831,26.643945094076408
rice,80,40,40,5.34,579.75,34.01
cabbage,100,65,70,6.412431891191876,962.1377050962301,29.048230033557843
cotton,120,40,20,5.341691061820885,275.6732987477957,29.38937748581774
onion,120,60,65,5.98,556.2,28.54545455
cabbage,100,65,70,6.496231069310538,1047.9272823346205,27.950936621477613
ladyfinger,80,10,40,6.314897244835751,1224.2667071198032,28.662806049770087
onion,120,60,65,6.14,199.2125,21.3
rice,80,40,40,5.42,579.75,34.01
cardamom,75,75,150,5.159714726266886,2905.0192256976356,28.123779953086036
pumpkin,80,50,30,5.579170354813941,881.8465,27.62454545
soyabean,20,60,20,5.642323275585001,574.7441719215182,34.39259275724008
bottlegourd,100,50,50,6.630210602835112,1033.2547512771478,27.858251708611018
pumpkin,80,50,30,5.589176513292864,887.1535,27.67300655218639
ladyfinger,80,10,40,6.492230855123602,935.972830663473,27.75354846930884
jackfruit,75,40,50,4.847167923515243,804.1671994699295,27.732292639987598
sweetpotato,90,20,120,5.04,1111.68,28.64818182
drumstick,40,20,10,6.504848405000559,2753.126497667523,27.912025118849744
cotton,120,40,20,5.503036964344855,873.9524061001728,27.933398990905527
ladyfinger,80,10,40,6.485053552549464,1078.1239897588466,28.597883024625062
blackpepper,100,60,50,5.041701978866633,2948.721531083235,28.094056343918787
jowar,80,40,40,5.401047017172928,988.3152417361331,30.613933206488323
sunflower,50,60,30,5.503885929307528,1213.5706715559313,22.17427285441572
jackfruit,75,40,50,4.833833656141431,886.3966411678757,27.316772000035
sunflower,50,60,30,5.429688014161314,1204.9007813323774,27.323661032635098
cotton,120,40,20,5.462224494224235,753.2718433649767,27.978830938055655
potato,180,60,90,4.88,40.023,23.14
cauliflower,80,70,50,6.425331769436608,1362.2869437497134,26.14141708635524
rice,80,40,40,5.64,98.98,34.92333333
mango,20,20,30,5.006263666701195,2865.1546873286156,28.01737925109817
coriander,10,20,20,6.339844706321517,1167.420298650608,28.563742171621698
ladyfinger,80,10,40,6.328443983701285,1147.8558397917882,28.637788326092085
cauliflower,80,70,50,6.3074085165867775,1114.9794759764181,28.739880144089735
radish,25,100,50,5.844878108968497,1314.1062269187616,26.04670729955146
rice,80,40,40,5.6,1246.715,22.6
grapes,20,125,200,4.1368546747663375,1085.8586171694835,27.396760483688468
jute,80,40,40,5.562310876387855,1581.7920531643947,27.84771777464052
tomato,100,40,90,6.037304664210031,1321.6980346436426,25.95125026929147
brinjal,80,15,40,6.51953599475013,1292.1858820358145,28.765625102618728
banana,100,75,50,6.336334928503098,1655.9958585501086,22.866039788285338
potato,180,60,90,4.94,75.32,22.676
sweetpotato,90,20,120,5.02,1111.68,28.64818182
radish,25,100,50,5.816171168043527,1374.1799061697063,26.25725116298972
coriander,10,20,20,6.486991971860768,986.9042481133154,28.673445677444462
drumstick,40,20,10,6.517888090710954,990.5574543839932,27.65590102821447
ladyfinger,80,10,40,6.458371622373467,1137.7927120205002,28.55595526624192
cabbage,100,65,70,6.498542679401905,1103.1896090145474,28.897577835270585
radish,25,100,50,6.050434811448473,873.931055210757,27.560791806276598
bottlegourd,100,50,50,6.314237039427065,987.3768945051107,29.09035489108524
drumstick,40,20,10,6.6386285095867406,2915.939286330289,27.922003992434423
radish,25,100,50,6.078054699405429,860.3450938302939,27.670226078728707
radish,25,100,50,6.0913523373649525,909.7579102511476,27.739452189578262
orange,20,10,10,3.889560504556442,956.6716969555515,29.213124999382703
grapes,20,125,200,3.8859943706658915,909.4451617208258,29.043380065133427
jowar,80,40,40,5.446016422954873,551.5598200711925,35.16605102949779
maize,80,40,20,5.4,75.32,22.676
papaya,50,50,50,5.903440835108806,2172.5984543233362,23.70294143060442
soyabean,20,60,20,5.591927258602477,265.078804360265,26.441557339842085
sunflower,50,60,30,5.459899674024437,102.23828175755855,23.49930502336916
tomato,100,40,90,5.86,942.8,28.99454545
rice,80,40,40,5.52,607.48,26.36666667
radish,25,100,50,5.847323986677521,1374.1799061697063,25.99866240287445
cucumber,60,60,85,6.409854253070741,938.0008577044686,28.951776897650547
rice,80,40,40,5.36,1246.715,22.6
jowar,80,40,40,5.53476081311393,244.71706736061753,20.89505646445821
potato,180,60,90,4.84,689.88,29.03727273
cardamom,75,75,150,4.9,884.5,27.65454545
banana,100,75,50,6.34,1050.245,18.77818182
drumstick,40,20,10,6.588443112113597,786.420713669711,27.668595200652653
papaya,50,50,50,5.905506738361676,951.1506732208561,28.361699465851572
grapes,20,125,200,3.919866319704595,1550.400667494013,22.643540695424868
jackfruit,75,40,50,5.049809198292359,2810.5931027127554,27.813610844696445
potato,180,60,90,5.098480757345612,1058.3627231627397,28.952046878762502
rice,80,40,40,5.54,1151.02,28.03333333
orange,20,10,10,4.09713654785337,826.6848251261572,29.224467631357218
cardamom,75,75,150,5.01434909376968,830.5044526278924,27.274182874631215
rice,80,40,40,5.66,1145.22,28.5
coriander,10,20,20,6.59395171301738,1541.1037061304787,23.079677412814323
cucumber,60,60,85,6.505477088027857,879.7524416790811,27.588905884950915
blackpepper,100,60,50,4.930784675148678,2055.1488313661052,23.108292163001988
sweetpotato,90,20,120,4.965554032039151,1191.0127041006897,28.795622552854955
cotton,120,40,20,5.42,654.34,29.26666667
cabbage,100,65,70,6.634671741173797,1353.3742826165758,25.92891608545294
ladyfinger,80,10,40,6.378038826782463,1020.5181074768266,28.693762406641394
sunflower,50,60,30,5.520307159116024,284.0006625854473,20.859100087159526
cotton,120,40,20,5.462234330787148,980.6505372503347,27.48242489618602
sunflower,50,60,30,5.349608326939152,1222.7812038404008,23.930324035760407
sweetpotato,90,20,120,5.158418680512523,1000.5802502332609,18.7812571181241
jowar,80,40,40,5.3440232581541025,347.69977446834645,29.866038567364342
bottlegourd,100,50,50,6.451208490553029,882.2541572339509,27.533020679200757
banana,100,75,50,6.68000347784192,1071.4069791264408,29.512124209154408
banana,100,75,50,6.62,810.26,29.95636364
ladyfinger,80,10,40,6.508053845605686,1082.475842296858,28.581477003558078
cabbage,100,65,70,6.425279208303678,1114.993056280289,28.75129909279987
jackfruit,75,40,50,5.099182599672608,940.4239377009096,27.68527823828848
sweetpotato,90,20,120,5.12901440271112,1212.927944122242,28.450690988784853
papaya,50,50,50,6.038178509942966,1450.7183224857981,26.288056653857627
onion,120,60,65,6.08,421.14,28.50727273
cucumber,60,60,85,6.467349717993281,884.731283389901,27.791270554832767
sweetpotato,90,20,120,5.043860676975997,2831.675877027783,28.422366853860634
cotton,120,40,20,5.433391118852296,329.9741581964669,29.949248585156464
cucumber,60,60,85,6.410043625493176,1036.3546572978998,27.872166496664153
tomato,100,40,90,5.916868503254113,1581.4033122595085,22.694502641359897
sunflower,50,60,30,5.5,199.2125,21.3
sunflower,50,60,30,5.44,207.55,26.43333333
papaya,50,50,50,5.809106000698586,2147.1659280759363,24.036241059351436
bottlegourd,100,50,50,6.52,1037.32,28.08181818
garlic,50,10,60,5.58271597572978,1107.8220707675462,27.436774344559897
coriander,10,20,20,6.355879854018493,1005.1985462448131,28.58970303892353
sweetpotato,90,20,120,5.051825296698849,685.5389205675999,28.248491971156653
drumstick,40,20,10,6.354380440760711,806.0934153229052,27.641632367565578
garlic,50,10,60,5.458952644526027,32.1752089674639,22.68531665122873
soyabean,20,60,20,5.583230638241283,1036.897581574466,25.780275631643804
radish,25,100,50,6.1200753775750405,951.6046069490485,27.58091748915602
mango,20,20,30,5.050089600698443,1034.6387912219043,28.523656360933316
maize,80,40,20,5.414805461048543,949.5560200096802,30.812045675428703
brinjal,80,15,40,6.451918852775015,1047.6918813707819,28.69859664785234
cucumber,60,60,85,6.47345082921573,896.162225418767,27.646281749465
cardamom,75,75,150,4.835435398229335,830.1551088530856,27.767917025320315
pumpkin,80,50,30,5.672393799690803,887.1535,27.62454545
sunflower,50,60,30,5.34014944007178,204.49929863122222,30.617077036072267
cardamom,75,75,150,5.02832339130033,1584.3476702796872,23.411465721306755
pineapple,160,40,120,6.389053162338059,2270.6430840762646,23.64504334037929
potato,180,60,90,4.949829570472347,54.34707008582724,18.2019824900419
cabbage,100,65,70,6.587346188662431,1104.8201254403366,28.94829593017495
blackpepper,100,60,50,4.876581317452435,1037.3214637108626,19.430876088627723
jackfruit,75,40,50,5.148551492634265,2863.170890473296,27.831997696079117
mango,20,20,30,5.0202840185658655,843.3645999388882,27.336403201607098
blackpepper,100,60,50,4.984822082453658,1616.0152726634415,22.68503546328588
jowar,80,40,40,5.490617451043347,483.5973341934382,33.20676248763855
soyabean,20,60,20,5.583274731490226,611.3046743175719,26.647642292051234
maize,80,40,20,5.600264488640297,194.89132226345495,35.03139396710101
sunflower,50,60,30,5.34,41.3,21.704
coriander,10,20,20,6.34,167.38,23.56
sunflower,50,60,30,5.534697609401147,1173.0716733091863,28.04803056637787
papaya,50,50,50,5.928392161881785,1032.5109536128837,29.249401889674882
pumpkin,80,50,30,5.6509569190510485,887.1535,27.68454545
maize,80,40,20,5.38,87.2,23.106
banana,100,75,50,6.516130212354631,2847.5211718411383,27.764330100082105
blackpepper,100,60,50,4.997584495967586,1561.473974658589,23.545190307484066
blackpepper,100,60,50,4.878779984751906,869.9478827645386,27.376654091770718
cotton,120,40,20,5.577554586640783,1366.3987451896746,22.477481618769275
pumpkin,80,50,30,5.632738896206238,881.8465,27.666563014586092
garlic,50,10,60,5.536432763615497,1093.6895732710298,30.13797222109854
cauliflower,80,70,50,6.607400678644522,1079.593890816359,28.739880144089735
cauliflower,80,70,50,6.3074085165867775,1123.372004026399,28.739880144089735
jackfruit,75,40,50,4.861356773840288,1360.324109398026,25.954768171659513
grapes,20,125,200,3.918375983187692,1578.1871113206628,22.758031803770333
cotton,120,40,20,5.4288831215616815,442.5077128269026,34.108768828764944
soyabean,20,60,20,5.344583368910871,581.626099993362,34.0007426835878
cotton,120,40,20,5.6,607.48,26.36666667
grapes,20,125,200,3.834001982029623,963.3862361380604,28.30256773381639
onion,120,60,65,6.1680442073953055,59.33253391066996,22.033907909692132
drumstick,40,20,10,6.5126100491367795,2915.939286330289,27.896665255033074
banana,100,75,50,6.53888924313487,978.3801919792423,27.629052274557225
brinjal,80,15,40,6.493550709876881,823.3520716689677,27.387633763062073
sunflower,50,60,30,5.63495259728943,93.87295607156005,23.92997711223193
cotton,120,40,20,5.658406605814863,558.4157653518189,26.484210575756972
cotton,120,40,20,5.500806239687052,665.1198780417054,33.551285101182806
cucumber,60,60,85,6.4233924588459175,1040.134286911861,27.95971950969913
soyabean,20,60,20,5.363000193658589,690.4726880037147,25.972286653709133
pumpkin,80,50,30,5.328874453821148,881.8465,27.68454545
banana,100,75,50,6.36,127.68,20.8
cucumber,60,60,85,6.329579877766148,944.523048763851,28.9638413029464
jute,80,40,40,5.511552260309291,1192.6492422041076,29.06637716338946
banana,100,75,50,6.66,550.1245,27.63636364
maize,80,40,20,5.66,607.48,26.36666667
radish,25,100,50,5.83357264782853,1317.9955534570654,26.157652015289898
jowar,80,40,40,5.38,884.5,27.65454545
cucumber,60,60,85,6.335014381557158,940.2360500607277,28.903103429480453
sunflower,50,60,30,5.501697238569189,797.3864230607605,32.61183913575632
jowar,80,40,40,5.430047034104943,567.0376649786283,33.17487096438898
drumstick,40,20,10,6.599564010137814,786.420713669711,27.646819564211967
ladyfinger,80,10,40,6.506882724547555,1113.7427530708426,28.50066613251148
potato,180,60,90,5.0,75.32,22.676
radish,25,100,50,6.131082302459083,900.204816964771,27.739452189578262
bittergourd,60,10,20,6.3737892641823315,1381.8735083831655,26.07968591960797
jute,80,40,40,5.561810860893808,918.3999547104295,30.11375005503097
sunflower,50,60,30,5.6835233277494,1088.2973434959836,22.577554263486626
cotton,120,40,20,5.434132635216905,796.6963052897107,30.04242691437123
jowar,80,40,40,5.408253521716555,221.19174306988086,26.781507196089148
rice,80,40,40,5.46,235.4251,26.64666667
papaya,50,50,50,6.1592366605508895,1078.3008820470882,28.694618901305883
jute,80,40,40,5.455094562442178,1036.9343511944658,28.706875716440592
orange,20,10,10,4.000342769746243,1467.0223364242888,26.50137132010985
orange,20,10,10,4.0277602084247475,2001.8299796079532,23.722830038818316
bittergourd,60,10,20,6.489860872084037,799.9102023595366,27.710825463039836
banana,100,75,50,6.460854704815575,1018.3978163843385,27.940858168567534
jowar,80,40,40,5.62,1246.715,22.6
drumstick,40,20,10,6.576168824340863,943.2396745067613,27.64940358047015
cauliflower,80,70,50,6.475892056110509,874.5598879665496,27.57069936987456
jackfruit,75,40,50,4.87764801053838,804.1671994699295,27.727869750719215
cabbage,100,65,70,6.594562774072135,945.4615648808609,29.08381118454706
maize,80,40,20,5.48,1145.22,28.5
bottlegourd,100,50,50,6.483813935193769,939.2568529206966,28.934069668639665
orange,20,10,10,3.942321969905679,2150.409869373568,23.68763121278583
jowar,80,40,40,5.609536072960807,123.41745246457346,24.041992522205476
cardamom,75,75,150,5.124727396708873,1010.4164599045445,27.99809698361208
drumstick,40,20,10,6.558593404087992,2915.939286330289,27.919988438831457
sunflower,50,60,30,5.424472226449107,151.4004664520189,20.9548476760066
pineapple,160,40,120,6.54554777843173,2776.0350365095537,27.86146135479169
jackfruit,75,40,50,4.886313565280289,1226.5297762288299,25.990777784604557
radish,25,100,50,6.081009017280465,1334.6056802954733,26.190872454395375
bittergourd,60,10,20,6.313521439975732,2748.4297359618604,27.907751304205924
tomato,100,40,90,5.944902435537296,1124.1951772859948,28.733483432672127
orange,20,10,10,3.8459001815083886,1302.280677235015,28.714137750315178
maize,80,40,20,5.36,1151.02,28.03333333
rice,80,40,40,5.46,579.75,34.01
cotton,120,40,20,5.308882879041651,661.3688264055202,30.35556732794357
grapes,20,125,200,3.8730692318018076,1641.8437586868745,22.643540695424868
potato,180,60,90,4.88,1111.68,28.64818182
blackpepper,100,60,50,4.808470679797707,2738.9266163109914,27.826716127504383
bottlegourd,100,50,50,6.426128489075776,919.8579212798049,27.53971356309401
maize,80,40,20,5.44,579.75,34.01
grapes,20,125,200,4.044626223494755,1249.1274331288134,28.65138163849139
cauliflower,80,70,50,6.455399163473718,1126.0467083540161,28.739880144089735
mango,20,20,30,5.072452985414588,1269.509237339208,25.452562338891852
cardamom,75,75,150,5.159168596036699,788.2944668265598,27.001833793402543
soyabean,20,60,20,5.3093503026521445,630.4203001003438,33.86641472595903
sweetpotato,90,20,120,4.997684379859677,2141.6165770131183,23.625655686513497
potato,180,60,90,5.137132169738884,24.225398817659787,23.118206655320844
cabbage,100,65,70,6.650656212610785,1349.9254712130928,25.946841102530882
grapes,20,125,200,3.8260454913000905,1049.5899422554614,28.11376064386858
bittergourd,60,10,20,6.63203252246872,942.820941585931,27.733170849010563
pineapple,160,40,120,6.534885944196405,848.711080859036,27.36146993969814
cucumber,60,60,85,6.678794162206464,886.483056010174,27.7199137887799
blackpepper,100,60,50,5.130050188268852,2825.07675138292,27.965074976551552
blackpepper,100,60,50,4.891808743168843,3068.328615087351,28.89914677151024
soyabean,20,60,20,5.40505654525333,1186.9611588676703,28.241230321733756
cucumber,60,60,85,6.381898152931778,1015.1257789884147,28.172980248060426
bottlegourd,100,50,50,6.542188590874788,868.9172426822145,27.812770295792948
potato,180,60,90,4.8368640372479055,562.6441345187476,30.136945543499863
bittergourd,60,10,20,6.440311448825759,1287.925823412632,25.93654124158032
sunflower,50,60,30,5.583483915950325,215.24468864765925,22.63304765625149
cabbage,100,65,70,6.544296460810891,1058.1312092345156,28.20936895797848
grapes,20,125,200,4.101970059709581,1630.2662696354505,22.643540695424868
tomato,100,40,90,6.14126195202383,699.133898803766,26.087353528672743
rice,80,40,40,5.44,207.55,26.43333333
potato,180,60,90,5.1,2569.52,4.9
potato,180,60,90,4.98,1026.64,29.18636364
bittergourd,60,10,20,6.663127973605711,1292.2644747720367,26.305236679526104
sunflower,50,60,30,5.64,34.81,34.66666667
garlic,50,10,60,5.481294775707438,1083.390413178739,29.048724545704996
